"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8066","User can add an item to the cart -- @1.1 ","","Thu Jan 15 11:57:24 UTC 2026","passed","Thu Jan 15 11:57:33 UTC 2026","","","",""
